Instance,Income
112611,202924.8591504825
112612,135636.65801213658
112613,67335.45987936047
112614,171601.49073630304
112615,70965.33509436424
112616,88233.21600819599
112617,44062.22986941238
112618,397718.3459717326
112619,42772.88798646863
112620,19627.297112566353
112621,7309.172208905219
112622,66369.90080427566
112623,51677.8288617851
112624,34045.88463859398
112625,41092.702384563294
112626,89597.05121824845
112627,30200.91018189944
112628,41616.95100057211
112629,29797.518733442314
112630,43035.32814568284
112631,65729.48417689015
112632,153034.4151838981
112633,156904.93833285847
112634,10140.167932684106
112635,44476.10806522109
112636,62668.95392887485
112637,204363.6965011135
112638,16000.570119577156
112639,39502.33365769181
112640,20550.090435125032
112641,23361.3156367314
112642,284820.9712048392
112643,42785.76105931855
112644,95960.20970346674
112645,52646.946001797136
112646,15856.808078037227
112647,17995.052966834413
112648,56346.04339687344
112649,25270.99850055189
112650,10736.711597132182
112651,37417.535216800636
112652,14363.783493336548
112653,17135.065538186023
112654,40992.114340069
112655,26618.12723809622
112656,17722.116260214818
112657,187898.0245191575
112658,596215.9695374726
112659,95755.16312018802
112660,71277.53428562007
112661,200015.48009556666
112662,105824.01557842833
112663,102306.26509208091
112664,215847.60342232397
112665,303524.5735778763
112666,112328.62418438884
112667,19661.993753110164
112668,32718.367953257322
112669,96427.62064625874
112670,11705.074809829535
112671,197047.08672040346
112672,136738.87752969703
112673,53888.004556609245
112674,27799.824777568785
112675,35489.480577769784
112676,27294.176816258758
112677,38858.379202923024
112678,20817.915565464467
112679,99470.36437203483
112680,86986.87016634496
112681,25151.588459359817
112682,81978.8901807152
112683,14056.047421499074
112684,250774.0385459337
112685,30095.12106781399
112686,26995.806617688384
112687,15692.374337460751
112688,32779.88415991785
112689,120520.37327127678
112690,26046.515768634337
112691,49903.485653459305
112692,31309.554767094673
112693,130245.79699394749
112694,26096.11452218789
112695,120759.21387548221
112696,124377.91951657517
112697,129475.53423141125
112698,97537.26481072274
112699,247131.05686902077
112700,268916.4269440017
112701,396854.1653265999
112702,155079.21800514622
112703,28533.425508309898
112704,44568.922502918635
112705,174881.9186839501
112706,68766.05715751945
112707,26921.294216920374
112708,117176.40847073666
112709,105237.45033021898
112710,50823.90490580232
112711,75685.27639611877
112712,10599.703689493987
112713,49510.874068499696
112714,135731.82664036824
112715,121669.242068738
112716,18097.878255083422
112717,13161.81472919342
112718,66914.29314119165
112719,40798.79500050277
112720,24312.659156480226
112721,33650.79126002713
112722,34420.75815462939
112723,24397.4034919124
112724,65414.89509795197
112725,54013.196231405745
112726,10684.929803242958
112727,63213.531290282415
112728,191149.20845714462
112729,56337.007438044486
112730,31166.16066224751
112731,50136.45370964491
112732,12462.133135126507
112733,61636.273308431366
112734,153827.15335335516
112735,11390.519355007711
112736,56819.35643860375
112737,52797.38363196548
112738,393825.6119042154
112739,32148.462162793978
112740,56753.07703018022
112741,16717.96276551776
112742,19493.441963851674
112743,30895.20023249473
112744,130116.84470821916
112745,88203.22694479323
112746,29542.77104342034
112747,63786.21501399463
112748,213309.61117221165
112749,50104.855525817555
112750,9292.037470859132
112751,341933.69294901873
112752,44106.7211295933
112753,23785.25367169343
112754,98920.52951580255
112755,38151.21980176474
112756,46933.05089381921
112757,83328.5247631531
112758,16793.02635261037
112759,7977.502631254837
112760,33497.74875505892
112761,87637.66318084419
112762,235648.49838329016
112763,16556.79211194876
112764,149762.1253789787
112765,9538.89632695318
112766,92765.5878204604
112767,435045.4014624747
112768,16558.034779541544
112769,136374.53664168596
112770,38573.57973867131
112771,63329.44904081889
112772,23776.515083658134
112773,99299.86186874546
112774,22141.09345748482
112775,41482.39660986628
112776,23554.278236781473
112777,20355.06048849556
112778,576615.8814617388
112779,266331.9836898159
112780,165482.83887992238
112781,96163.53610567481
112782,31750.33600180251
112783,38208.84823383844
112784,32844.5260360119
112785,21137.525301325302
112786,56617.55174720416
112787,43773.44983690338
112788,23657.6325939693
112789,67664.03694108872
112790,117436.67628533285
112791,132867.59555757642
112792,12331.859956794533
112793,53108.29782164721
112794,618986.4398796033
112795,22005.2653673908
112796,34296.92866763884
112797,53982.29363627312
112798,78032.16705513622
112799,80240.51251858674
112800,33487.40488963693
112801,19240.963832713853
112802,114335.60598854277
112803,345004.3800063171
112804,21638.308944450826
112805,50375.27546528807
112806,12945.992233658824
112807,16002.380603997075
112808,332153.5214682794
112809,26993.49317663248
112810,165720.7227192262
112811,144197.23405000116
112812,91725.02297027531
112813,229736.56219853027
112814,41477.47789642267
112815,40886.938064849324
112816,23930.769848040443
112817,68093.64271171916
112818,53201.49608089212
112819,67455.70677427575
112820,440613.70563428407
112821,18535.122593410142
112822,24651.793174827537
112823,34439.45638494027
112824,22614.14387320157
112825,19774.642728143397
112826,76795.39149018293
112827,34338.634509406555
112828,92911.21566138066
112829,16981.189866076307
112830,67010.86182014925
112831,77988.18308755988
112832,39810.43522258048
112833,125310.04729804028
112834,34690.853287938444
112835,120618.36538371987
112836,38902.80848324149
112837,106678.56938609098
112838,397077.0934338921
112839,46288.418875589465
112840,100878.4717267368
112841,66834.44273932584
112842,218525.97341581355
112843,44988.06665607076
112844,28805.78101275594
112845,36182.491453671886
112846,188692.3045694289
112847,38966.40777238681
112848,201723.73095760093
112849,135669.70166462346
112850,193237.26214053377
112851,221179.81705319564
112852,19489.80932070782
112853,278383.4467456481
112854,42841.07399923384
112855,372276.5251399563
112856,34678.3005585701
112857,10626.512418754319
112858,30182.559275733274
112859,148574.88336556056
112860,34769.926349475034
112861,224158.6623111565
112862,15963.602177789953
112863,66138.36623091485
112864,191940.61492664865
112865,8498.305197257785
112866,323260.42301746947
112867,11764.23217119599
112868,37596.138553485325
112869,91638.77067299932
112870,76172.95721475728
112871,174204.754087302
112872,18791.83902092498
112873,120149.11364182533
112874,75447.35906611322
112875,91500.94591537441
112876,244832.71719512396
112877,29266.237509886425
112878,243737.01759980406
112879,399510.91847244947
112880,35779.31225736509
112881,31461.102920507987
112882,282141.1585054
112883,26008.071736683163
112884,10814.1930243069
112885,41418.76349029653
112886,84229.57140886856
112887,14102.610491731644
112888,86008.76813387914
112889,74602.08229832354
112890,180812.2020669124
112891,109619.61522861771
112892,59776.91596952142
112893,39090.8296108379
112894,266428.6549777168
112895,14544.835893165833
112896,5024.54317203138
112897,47488.36208130134
112898,177840.29972531224
112899,24632.22072569749
112900,46550.96351366146
112901,61113.676441849624
112902,22872.23125899156
112903,203828.1739552726
112904,255685.28661159115
112905,45999.303784524905
112906,42805.238461799825
112907,4912.612673414072
112908,5812.015547770879
112909,418865.8707850159
112910,102017.13347625271
112911,57941.75870736832
112912,14185.36356462446
112913,73917.38485003589
112914,17469.865551149047
112915,214766.51566487187
112916,279232.981286679
112917,47689.45454690463
112918,78941.09865925436
112919,40869.695978458905
112920,29058.85804543122
112921,13956.05110962502
112922,124577.75025130312
112923,91088.72198598328
112924,76869.09536423678
112925,154847.98907046168
112926,16207.99473651441
112927,13750.393509432792
112928,17050.78790428149
112929,87593.65080183215
112930,471792.10888573923
112931,57118.524509881616
112932,152462.38616266547
112933,16001.629036423612
112934,54349.795521790285
112935,76619.8888523373
112936,150608.5539684105
112937,317319.8037511169
112938,50512.0167212759
112939,11586.281453950074
112940,36835.04357504388
112941,329854.296946071
112942,10398.849820802043
112943,238005.09176405138
112944,43122.381007095995
112945,109424.97969262901
112946,47533.356699697906
112947,41101.42840277509
112948,36234.758582610666
112949,34503.059692232884
112950,185154.66051149045
112951,37705.454039299904
112952,20453.056773379372
112953,25466.885208175412
112954,59327.69497812534
112955,15041.8454217949
112956,18622.89286745297
112957,19091.995963486843
112958,751254.5256078988
112959,37015.313473360606
112960,26281.681555304127
112961,336026.5006736883
112962,67579.2764072437
112963,78339.02917632752
112964,16362.995535053527
112965,33033.61144183275
112966,469590.33503845055
112967,35659.81718708393
112968,12127.951266826027
112969,51184.142277072366
112970,14179.491523413206
112971,69663.35432938792
112972,209174.14533468254
112973,34729.475928829605
112974,56607.64105897525
112975,38427.83407057893
112976,22376.515585541092
112977,14298.649930374966
112978,89942.91573065969
112979,227253.48070063195
112980,376060.39508026827
112981,119231.20367505631
112982,33511.54792341111
112983,91425.87921391246
112984,12336.343849622679
112985,13873.154094276171
112986,20471.573138328695
112987,16719.77550844775
112988,30830.817033413263
112989,63458.95968929703
112990,58334.51647293175
112991,25145.24545641218
112992,17137.159789158995
112993,75405.84810135483
112994,12520.968165192622
112995,173140.50829210485
112996,17178.04166089054
112997,310179.5361849051
112998,29873.543306228665
112999,42084.24914051604
113000,12255.681120350506
113001,21300.34767965013
113002,21983.33020144908
113003,88530.18377410863
113004,108755.02663100485
113005,19150.363844392687
113006,30027.019074510416
113007,15819.4677542843
113008,19143.88595446064
113009,20775.891736277776
113010,27163.39754473232
113011,26845.366590139332
113012,19450.843095246324
113013,29390.50128156457
113014,87693.03015390912
113015,153612.28227432937
113016,233347.50136254582
113017,87520.71499337396
113018,54829.17580203989
113019,108228.12131818484
113020,45564.749318679256
113021,30719.534279052834
113022,40687.122807994296
113023,53849.364215848924
113024,59521.27834007366
113025,14912.971234170418
113026,14842.489266558698
113027,32534.846002325918
113028,24053.274308484994
113029,95764.57056982063
113030,57074.175763556064
113031,51028.99884797956
113032,13852.48032154428
113033,108116.27339491065
113034,32644.720088522437
113035,34745.04081659654
113036,178809.0392777283
113037,111667.00808832653
113038,76015.20186273172
113039,68539.64027319523
113040,33761.37625483989
113041,19552.963787707882
113042,273193.59986270865
113043,18032.14443198315
113044,171058.4949627914
113045,353662.8633276743
113046,45968.55406358963
113047,12299.777493884749
113048,18218.34952344235
113049,142488.594907436
113050,80143.21710872043
113051,126041.54194224051
113052,6074.332845842222
113053,73729.24846102073
113054,51671.088592179236
113055,29104.930230294056
113056,63907.50241205607
113057,21958.074999110613
113058,14737.069462718373
113059,73219.53355735903
113060,59261.50430226742
113061,33782.746388503925
113062,49502.1366872216
113063,251350.87258172833
113064,86148.55154613439
113065,23509.868192499347
113066,20357.955607958487
113067,66174.30651720954
113068,83204.1593936961
113069,15518.886141926343
113070,71527.91914545174
113071,124551.20895850591
113072,26928.7156147758
113073,280900.59020879364
113074,160601.62137425508
113075,29375.2755020999
113076,118001.57795382227
113077,43030.81451676087
113078,37123.791965273886
113079,62855.598915831906
113080,50926.54790383961
113081,37506.40998174167
113082,28184.260763543847
113083,50662.63177137505
113084,58110.85655801199
113085,12999.48829617341
113086,106424.8090023248
113087,343142.9965487568
113088,41407.957198046264
113089,183181.69606264815
113090,20188.963241075242
113091,38137.94608290337
113092,78907.89507140381
113093,42531.67947521891
113094,128998.86952620471
113095,150672.4190610853
113096,38284.02313092905
113097,41870.04612946782
113098,175135.40502639482
113099,12985.815173414801
113100,35075.14187071003
113101,221310.53060404776
113102,309429.55698537326
113103,46219.509180796165
113104,29435.125243783972
113105,16646.18213662609
113106,151627.2755986973
113107,173991.79090983173
113108,128467.32381860641
113109,17095.271348040675
113110,68790.34024773397
113111,99900.51094959132
113112,91644.01849315484
113113,107692.60511867655
113114,29222.27364617677
113115,33294.86736351827
113116,71886.81472671605
113117,136984.6968350041
113118,6921.367330450716
113119,159641.17842213335
113120,77689.48422693032
113121,38899.68232965389
113122,138032.68205013472
113123,474901.8370072359
113124,21767.777510798416
113125,107284.5769456906
113126,110373.15217752712
113127,75298.2677491115
113128,21235.705547608788
113129,148900.26265169765
113130,117243.51589251203
113131,44689.43411359097
113132,122228.21904150124
113133,68708.29824085608
113134,298025.8360446925
113135,84148.81905401575
113136,95628.93087771737
113137,22400.133510768846
113138,78262.3026170104
113139,133079.81877230576
113140,109757.55985856685
113141,78052.1147489587
113142,21868.142795770415
113143,37291.298085214796
113144,136652.80025660002
113145,65132.701614514066
113146,60953.75249271086
113147,18844.891498087687
113148,221318.36124124622
113149,40344.67723361959
113150,27002.443036874633
113151,34682.807414511204
113152,43029.1718707583
113153,258405.1942656134
113154,83291.091850407
113155,39573.38304658832
113156,781630.2462844087
113157,160633.69330409006
113158,33565.48134629237
113159,198298.47575478343
113160,25576.122613922977
113161,119937.57312393926
113162,41854.71941811344
113163,16863.999633878066
113164,42192.15209207819
113165,268836.96846461267
113166,26913.9851817377
113167,130328.56061835577
113168,32834.767464001205
113169,43755.21927581233
113170,252337.996091471
113171,53511.37228871879
113172,73366.53696084628
113173,22276.786831760743
113174,113048.51684877423
113175,60423.048485047
113176,71598.13468589264
113177,82368.41973493953
113178,35737.65486389055
113179,13995.290474761652
113180,23134.635212328714
113181,52616.95874634945
113182,18204.668483316174
113183,15692.127779891749
113184,44646.79215341597
113185,79052.57032856066
113186,112763.76985520773
113187,154861.255206413
113188,24630.930549877154
113189,110823.1041217938
113190,29331.42430041246
113191,17879.194574143632
113192,20173.648676294455
113193,83788.627227502
113194,36052.698037550756
113195,171378.2312880923
113196,23928.24139006925
113197,720805.0429119694
113198,151321.4158312679
113199,38937.9416877345
113200,23485.670765562336
113201,26724.72954222107
113202,21619.997053326955
113203,15693.99840824967
113204,181470.58957423145
113205,653968.8901847027
113206,72692.15341166656
113207,13898.793256045321
113208,146223.3407916835
113209,109830.9208685534
113210,106805.58929330365
113211,38655.840707782205
113212,66509.12858506966
113213,60043.24432465545
113214,23872.264108955926
113215,78334.28490454202
113216,61903.52735254696
113217,20765.275458928507
113218,27293.739594483402
113219,12412.58460236414
113220,150328.444523773
113221,14087.115515244299
113222,22910.28937190592
113223,133158.66388528154
113224,29150.79800999667
113225,46122.89125456988
113226,35710.381843712494
113227,64010.31259908165
113228,31479.47866640897
113229,9987.72008349803
113230,25273.019348863905
113231,38018.065608372
113232,329547.4446086635
113233,47519.64007189287
113234,26760.32153449255
113235,219714.70311793018
113236,53288.20320875914
113237,269072.6165818386
113238,75409.12327284772
113239,21777.282034465603
113240,59282.6529217592
113241,144638.30041460515
113242,89995.65411385987
113243,76511.86674126086
113244,35212.44514080296
113245,108955.43268137828
113246,84908.54528596406
113247,73001.5956164464
113248,45549.81080090699
113249,109863.2040168543
113250,336846.3529123583
113251,110374.59868546123
113252,31264.4951402625
113253,11498.960569386398
113254,47977.778640311466
113255,189359.93447523506
113256,29791.686521410924
113257,119468.21712000038
113258,19407.26329882956
113259,19513.08959818108
113260,66922.9719534765
113261,21628.422588141886
113262,71036.93127231307
113263,727923.2879914622
113264,9600.528718546708
113265,67731.37136632837
113266,111371.03951655226
